Receipt#,Total Amount,Total Items,Date,Void Count,Void Amount,Return Count,Return Amount,Cashier Name,Register ID
979,250.7,21,2024-08-31 16:14:04.253832,1,4.13,1,4.15,Ali,4
980,300.44,43,2024-02-05 16:14:04.253836,3,42.27,2,18.08,Junaid,5
981,170.45,13,2024-01-15 16:14:04.253841,2,32.25,2,26.59,Arif,4
982,386.6,37,2023-09-15 16:14:04.253845,3,16.56,2,15.37,Ali,5
983,57.77,33,2023-11-02 16:14:04.253854,2,48.87,0,0.0,Ali,5
984,42.19,24,2024-01-05 16:14:04.253859,3,48.69,0,0.0,Asif,5
985,365.45,44,2024-04-05 16:14:04.253864,1,44.74,2,25.29,Arif,2
986,250.27,11,2024-08-16 16:14:04.253868,1,45.96,2,16.43,Ramzan,3
987,345.76,17,2024-05-06 16:14:04.253873,0,0.0,2,9.42,Arif,2
988,220.24,4,2024-04-07 16:14:04.253877,3,11.49,0,0.0,Arif,5
989,126.97,47,2023-09-06 16:14:04.253881,0,0.0,2,22.1,Arif,3
990,410.46,25,2024-04-10 16:14:04.253885,3,45.06,2,16.61,Ali,3
991,400.71,30,2023-09-08 16:14:04.253889,2,34.61,1,6.52,Ali,5
992,348.87,9,2024-01-13 16:14:04.253894,2,28.34,1,6.29,Junaid,3
993,139.71,21,2024-07-27 16:14:04.253898,0,0.0,0,0.0,Ramzan,3
994,297.16,20,2023-09-16 16:14:04.253902,3,13.55,1,21.43,Asif,2
995,183.68,19,2024-05-05 16:14:04.253907,0,0.0,1,20.6,Arif,3
996,50.33,19,2024-04-19 16:14:04.253911,1,46.21,1,27.64,Ramzan,5
997,459.07,12,2023-10-17 16:14:04.253916,0,0.0,0,0.0,Ramzan,1
998,72.73,37,2023-11-05 16:14:04.253921,0,0.0,1,3.98,Junaid,1
999,475.37,42,2023-09-29 16:14:04.253925,2,34.22,0,0.0,Asif,1
1000,225.77,17,2024-05-23 16:14:04.253930,0,0.0,2,21.31,Arif,5
1001,96.64,37,2024-01-28 16:14:04.253934,3,14.02,1,29.26,Asif,1
1002,273.24,48,2024-07-05 16:14:04.253939,2,27.15,0,0.0,Junaid,2
1003,437.11,39,2023-11-28 16:14:04.253943,0,0.0,1,5.33,Ali,5
1004,367.45,28,2024-05-09 16:14:04.253948,1,32.91,2,16.27,Ramzan,5
1005,404.25,41,2023-10-06 16:14:04.253952,0,0.0,0,0.0,Arif,5
1006,331.1,35,2024-06-17 16:14:04.253956,0,0.0,0,0.0,Ali,3
1007,347.68,47,2024-04-18 16:14:04.253960,0,0.0,0,0.0,Junaid,3
1008,425.35,48,2024-06-21 16:14:04.253965,2,8.97,2,19.11,Asif,3
1009,128.59,18,2024-07-27 16:14:04.253970,3,42.52,2,21.31,Ramzan,4
1010,247.27,14,2024-08-02 16:14:04.253975,1,0.78,2,22.82,Arif,2
1011,114.5,35,2024-06-09 16:14:04.253982,0,0.0,0,0.0,Ali,5
1012,493.9,44,2024-03-28 16:14:04.253987,3,10.36,2,16.87,Ali,5
1013,472.31,41,2023-11-02 16:14:04.253991,3,7.21,1,17.48,Ramzan,3
1014,24.52,7,2023-11-15 16:14:04.253995,2,41.03,2,28.28,Asif,5
1015,354.26,41,2024-04-07 16:14:04.254000,1,41.05,0,0.0,Junaid,5
1016,463.0,13,2024-01-21 16:14:04.254005,2,46.44,1,21.3,Asif,1
1017,94.38,18,2024-06-30 16:14:04.254009,3,14.96,2,20.23,Asif,5
1018,286.13,37,2024-01-06 16:14:04.254014,3,28.2,1,26.82,Asif,4
1019,458.17,13,2023-09-15 16:14:04.254018,3,28.33,1,16.02,Ramzan,3
1020,21.8,36,2024-03-30 16:14:04.254023,2,42.47,0,0.0,Ramzan,2
1021,350.22,31,2023-09-09 16:14:04.254028,1,33.85,1,26.32,Junaid,2
1022,152.19,2,2024-02-08 16:14:04.254033,0,0.0,1,12.67,Asif,1
1023,462.58,16,2024-04-15 16:14:04.254037,2,27.03,0,0.0,Ramzan,2
1024,485.67,9,2023-12-20 16:14:04.254042,3,19.19,0,0.0,Junaid,2
1025,472.41,9,2023-11-30 16:14:04.254047,2,36.99,0,0.0,Junaid,3
1026,239.74,38,2023-12-24 16:14:04.254052,3,39.52,1,0.38,Asif,3
1027,431.71,11,2024-01-21 16:14:04.254057,0,0.0,1,3.19,Arif,4
1028,423.05,22,2024-07-22 16:14:04.254061,0,0.0,1,11.43,Asif,1
1029,162.95,33,2023-10-31 16:14:04.254066,1,34.47,0,0.0,Arif,2
1030,415.31,36,2024-08-12 16:14:04.254071,3,3.92,2,1.59,Junaid,4
1031,23.32,45,2024-01-24 16:14:04.254075,1,37.27,1,1.7,Ramzan,1
1032,300.15,23,2024-03-20 16:14:04.254079,1,17.29,2,8.01,Ali,2
1033,118.85,45,2023-10-28 16:14:04.254083,0,0.0,0,0.0,Junaid,2
1034,64.68,45,2024-04-26 16:14:04.254088,2,4.88,1,23.57,Ramzan,3
1035,43.09,34,2024-08-19 16:14:04.254093,2,11.61,2,29.51,Junaid,5
1036,349.66,9,2024-07-17 16:14:04.254097,1,3.8,1,20.5,Asif,1
1037,173.24,24,2024-05-07 16:14:04.254102,0,0.0,1,4.39,Arif,2
1038,363.76,8,2023-09-22 16:14:04.254106,3,30.26,1,1.86,Junaid,1
1039,37.35,7,2023-11-12 16:14:04.254112,2,30.69,2,23.53,Ramzan,4
1040,161.07,36,2023-11-06 16:14:04.254117,1,29.78,0,0.0,Asif,4
1041,272.05,18,2024-08-22 16:14:04.254122,2,48.45,1,6.12,Ali,5
1042,396.41,3,2023-09-23 16:14:04.254126,2,16.32,0,0.0,Asif,2
1043,162.78,28,2024-04-17 16:14:04.254131,3,31.71,0,0.0,Arif,3
1044,314.82,6,2023-11-11 16:14:04.254136,0,0.0,2,16.24,Asif,2
1045,443.56,44,2024-08-12 16:14:04.254140,3,39.18,2,10.76,Ali,1
1046,309.85,44,2024-06-04 16:14:04.254144,0,0.0,0,0.0,Ramzan,4
1047,120.31,21,2024-01-05 16:14:04.254149,2,22.53,1,13.58,Junaid,1
1048,17.08,28,2023-12-11 16:14:04.254154,1,11.41,2,18.48,Arif,5
1049,435.7,40,2023-10-04 16:14:04.254159,3,27.65,1,20.27,Ali,4
1050,15.53,1,2024-01-19 16:14:04.254164,0,0.0,1,16.86,Arif,3
1051,437.98,36,2024-04-12 16:14:04.254168,2,18.77,1,6.73,Asif,4
1052,266.82,21,2024-06-01 16:14:04.254173,0,0.0,0,0.0,Arif,2
1053,469.84,43,2023-11-07 16:14:04.254177,0,0.0,1,19.41,Ali,2
1054,400.4,35,2024-01-22 16:14:04.254185,0,0.0,0,0.0,Junaid,4
1055,498.98,13,2023-10-12 16:14:04.254190,2,9.29,0,0.0,Junaid,5
1056,178.6,49,2023-12-25 16:14:04.254194,1,29.29,1,11.67,Arif,2
1057,384.76,10,2024-07-17 16:14:04.254199,1,19.0,1,15.33,Ramzan,2
1058,203.96,44,2024-01-05 16:14:04.254204,1,38.61,1,23.91,Arif,3
1059,242.54,47,2024-03-07 16:14:04.254208,0,0.0,1,20.88,Asif,4
1060,315.62,10,2024-02-05 16:14:04.254213,2,14.77,0,0.0,Junaid,2
1061,437.47,46,2024-03-15 16:14:04.254217,0,0.0,1,20.79,Junaid,5
1062,492.12,13,2024-03-21 16:14:04.254221,1,12.32,1,1.41,Junaid,1
1063,385.3,37,2023-09-24 16:14:04.254226,1,3.68,0,0.0,Ramzan,4
1064,211.79,38,2024-07-10 16:14:04.254232,2,13.4,2,11.45,Ramzan,3
1065,213.57,24,2024-06-11 16:14:04.254236,0,0.0,2,12.5,Ali,2
1066,370.1,2,2024-03-17 16:14:04.254241,3,19.0,0,0.0,Arif,5
1067,123.19,22,2024-02-04 16:14:04.254246,3,39.19,2,23.64,Arif,4
1068,59.68,17,2023-09-12 16:14:04.254251,1,7.71,0,0.0,Asif,5
1069,180.54,36,2023-12-23 16:14:04.254255,2,19.48,1,20.55,Junaid,5
1070,147.18,14,2024-04-07 16:14:04.254260,0,0.0,1,28.97,Ramzan,3
1071,151.67,10,2023-09-28 16:14:04.254265,0,0.0,2,1.61,Asif,4
1072,120.64,35,2024-02-09 16:14:04.254269,1,18.04,1,22.31,Asif,2
1073,25.84,25,2023-11-25 16:14:04.254274,1,4.58,2,6.09,Ramzan,3
1074,13.85,3,2024-08-14 16:14:04.254279,0,0.0,2,26.07,Arif,2
1075,493.92,47,2024-01-13 16:14:04.254283,0,0.0,1,25.81,Junaid,1
1076,216.75,38,2024-07-18 16:14:04.254288,1,47.15,1,13.29,Arif,5
1077,195.24,17,2024-03-24 16:14:04.254293,0,0.0,2,6.77,Asif,1
1078,341.43,12,2024-04-25 16:14:04.254297,3,22.24,1,19.01,Junaid,5
1079,113.04,24,2024-03-20 16:14:04.254302,1,38.07,0,0.0,Ali,3
1080,475.23,29,2024-07-04 16:14:04.254306,0,0.0,1,21.29,Asif,2
1081,394.24,43,2024-02-08 16:14:04.254311,1,5.11,1,11.03,Arif,2
1082,49.26,25,2023-12-13 16:14:04.254316,2,4.36,0,0.0,Arif,3
1083,211.7,36,2024-09-01 16:14:04.254321,1,21.55,1,17.65,Arif,4
1084,440.16,26,2023-10-01 16:14:04.254326,1,27.85,1,22.15,Ramzan,1
1085,472.64,38,2023-11-29 16:14:04.254330,2,25.62,2,5.89,Asif,1
1086,236.36,1,2024-01-09 16:14:04.254335,3,5.16,1,21.75,Junaid,2
1087,308.64,20,2024-02-03 16:14:04.254340,0,0.0,1,5.8,Arif,2
1088,87.68,28,2024-08-05 16:14:04.254344,2,4.48,0,0.0,Arif,2
1089,495.63,16,2024-05-28 16:14:04.254349,1,27.71,2,13.46,Ramzan,3
1090,119.68,47,2023-12-11 16:14:04.254353,0,0.0,2,29.5,Junaid,4
1091,471.65,17,2024-02-29 16:14:04.254358,2,29.85,2,2.23,Asif,1
1092,326.58,40,2023-10-19 16:14:04.254362,0,0.0,1,28.87,Ali,5
1093,305.83,28,2023-12-21 16:14:04.254367,0,0.0,2,22.05,Ramzan,3
1094,258.78,12,2023-10-17 16:14:04.254372,2,39.22,0,0.0,Asif,1
1095,119.18,27,2024-01-19 16:14:04.254377,0,0.0,2,3.58,Ali,4
1096,92.38,42,2024-08-06 16:14:04.254386,3,43.19,0,0.0,Arif,3
1097,114.14,47,2024-05-20 16:14:04.254391,2,0.62,2,1.22,Arif,1
1098,97.29,30,2024-04-18 16:14:04.254396,3,20.69,2,8.37,Junaid,3
1099,390.89,41,2023-11-25 16:14:04.254401,1,38.96,0,0.0,Ali,1
1100,178.31,34,2024-06-26 16:14:04.254406,0,0.0,2,7.93,Arif,1
1101,33.63,37,2024-04-07 16:14:04.254410,1,36.24,2,4.83,Arif,4
1102,484.71,6,2024-01-21 16:14:04.254417,1,27.98,2,25.38,Junaid,5
1103,442.47,7,2023-09-10 16:14:04.254422,0,0.0,1,0.17,Asif,4
1104,464.24,32,2023-12-28 16:14:04.254426,2,49.64,0,0.0,Arif,1
1105,497.48,32,2024-07-01 16:14:04.254430,0,0.0,2,13.99,Ramzan,3
1106,91.08,25,2024-08-18 16:14:04.254435,1,12.14,0,0.0,Ramzan,4
1107,201.14,33,2023-10-15 16:14:04.254440,1,26.06,0,0.0,Asif,5
1108,380.33,7,2023-10-26 16:14:04.254445,2,34.27,0,0.0,Ali,1
1109,349.53,12,2024-05-02 16:14:04.254450,0,0.0,2,28.12,Junaid,4
1110,81.18,16,2023-09-04 16:14:04.254455,1,8.48,2,1.2,Ramzan,4
1111,408.84,16,2024-06-12 16:14:04.254467,3,13.45,0,0.0,Ramzan,4
1112,116.1,43,2024-03-26 16:14:04.254472,1,13.42,1,27.86,Asif,4
1113,115.79,36,2023-11-24 16:14:04.254477,1,7.3,0,0.0,Ali,3
1114,270.8,13,2024-08-25 16:14:04.254481,2,8.36,1,17.91,Ali,5
1115,298.51,7,2023-11-24 16:14:04.254485,3,13.8,0,0.0,Asif,5
1116,292.14,36,2024-02-06 16:14:04.254490,1,14.99,0,0.0,Ramzan,1
1117,50.29,47,2024-07-16 16:14:04.254495,1,39.13,0,0.0,Junaid,2
1118,439.34,9,2024-05-09 16:14:04.254499,3,18.06,2,23.21,Ramzan,3
1119,136.47,32,2024-07-05 16:14:04.254504,0,0.0,1,18.76,Ali,1
1120,69.11,11,2024-01-09 16:14:04.254509,0,0.0,1,25.29,Ramzan,1
1121,444.93,8,2024-07-03 16:14:04.254514,1,47.21,0,0.0,Junaid,4
1122,478.05,33,2023-10-06 16:14:04.254518,1,36.04,2,9.03,Arif,2
1123,431.75,23,2024-06-15 16:14:04.254523,0,0.0,2,23.7,Ramzan,2
1124,405.71,25,2023-12-21 16:14:04.254527,2,24.79,1,16.5,Asif,3
1125,329.34,8,2024-04-05 16:14:04.254531,3,30.83,2,2.19,Arif,2
1126,277.67,45,2023-12-16 16:14:04.254536,3,22.89,1,21.23,Asif,1
1127,48.06,22,2023-09-06 16:14:04.254541,2,6.77,1,15.76,Asif,2
1128,207.18,4,2024-04-15 16:14:04.254546,2,0.34,1,28.71,Asif,2
1129,189.48,40,2024-02-02 16:14:04.254551,2,19.78,2,15.62,Ramzan,5
1130,133.58,3,2023-12-29 16:14:04.254556,2,42.08,1,23.59,Ali,1
1131,363.09,29,2024-01-04 16:14:04.254560,2,18.99,1,4.78,Arif,2
1132,250.46,41,2024-04-30 16:14:04.254564,2,43.11,0,0.0,Junaid,2
1133,45.12,29,2024-01-12 16:14:04.254569,3,22.01,1,16.29,Ali,4
1134,113.99,34,2023-11-24 16:14:04.254573,2,21.53,1,12.1,Ramzan,2
1135,343.21,34,2024-06-19 16:14:04.254578,0,0.0,0,0.0,Asif,2
1136,42.68,28,2024-02-18 16:14:04.254582,2,41.18,0,0.0,Junaid,5
1137,426.35,13,2024-05-27 16:14:04.254587,2,32.55,2,10.48,Arif,1
1138,250.1,15,2023-10-31 16:14:04.254591,3,29.72,1,26.5,Ali,3
1139,242.89,23,2023-12-16 16:14:04.254596,3,15.02,2,19.9,Ali,1
1140,298.24,44,2024-06-24 16:14:04.254600,2,30.16,2,9.93,Junaid,4
1141,413.22,26,2024-07-28 16:14:04.254605,3,34.76,0,0.0,Ramzan,1
1142,177.17,4,2024-04-13 16:14:04.254613,1,23.95,2,8.81,Arif,2
1143,340.62,26,2024-02-02 16:14:04.254618,3,8.88,1,28.51,Junaid,4
1144,285.04,40,2024-03-11 16:14:04.254623,3,19.91,0,0.0,Asif,1
1145,137.18,9,2023-12-17 16:14:04.254627,3,15.96,1,18.55,Arif,4
1146,439.92,5,2024-04-18 16:14:04.254632,3,36.74,1,14.25,Ali,3
1147,399.73,32,2024-08-31 16:14:04.254635,0,0.0,0,0.0,Junaid,1
1148,330.93,20,2024-04-10 16:14:04.254640,0,0.0,1,16.84,Ali,2
1149,426.04,50,2024-04-02 16:14:04.254644,0,0.0,0,0.0,Ali,4
1150,434.31,11,2023-11-06 16:14:04.254649,2,31.65,1,22.56,Ali,5
1151,355.64,15,2023-11-10 16:14:04.254654,2,48.39,0,0.0,Ramzan,4
1152,419.32,32,2023-09-30 16:14:04.254659,1,39.1,2,19.48,Ali,5
1153,350.25,28,2023-12-26 16:14:04.254663,0,0.0,1,3.44,Asif,2
1154,341.67,22,2024-06-17 16:14:04.254668,2,16.29,0,0.0,Asif,3
1155,311.21,41,2024-01-17 16:14:04.254673,3,14.02,1,10.38,Arif,5
1156,377.59,17,2023-12-01 16:14:04.254677,3,39.29,1,7.21,Ali,3
1157,83.51,26,2023-12-29 16:14:04.254682,0,0.0,1,19.27,Ali,4
1158,441.03,44,2024-03-09 16:14:04.254686,1,18.25,0,0.0,Junaid,2
1159,436.56,7,2024-03-15 16:14:04.254690,1,46.6,2,27.56,Ramzan,5
1160,19.48,42,2023-11-24 16:14:04.254694,3,9.99,2,7.31,Arif,4
1161,413.78,26,2023-11-28 16:14:04.254699,1,49.86,2,1.2,Ali,1
1162,68.79,25,2024-02-21 16:14:04.254704,0,0.0,0,0.0,Junaid,4
1163,170.88,10,2024-01-12 16:14:04.254708,3,9.0,2,26.57,Ramzan,3
1164,373.04,45,2024-03-21 16:14:04.254713,2,38.38,0,0.0,Arif,2
1165,84.58,19,2024-05-28 16:14:04.254717,2,1.35,1,11.44,Arif,2
1166,409.89,11,2023-09-10 16:14:04.254761,1,36.36,1,23.89,Ali,4
1167,416.91,13,2024-05-02 16:14:04.254769,3,47.15,2,3.4,Arif,1
1168,256.2,8,2023-11-14 16:14:04.254773,3,10.48,0,0.0,Junaid,3
1169,8.16,40,2024-02-18 16:14:04.254777,2,39.88,1,7.7,Arif,4
1170,147.08,4,2024-05-05 16:14:04.254894,3,41.56,0,0.0,Asif,4
1171,310.38,47,2024-02-04 16:14:04.254917,3,3.46,0,0.0,Junaid,2
1172,490.69,31,2024-08-10 16:14:04.254923,3,42.39,1,21.72,Ramzan,3
1173,317.75,28,2024-03-23 16:14:04.254928,1,39.75,0,0.0,Ramzan,1
1174,133.6,11,2024-01-03 16:14:04.254933,3,33.65,1,0.74,Ali,2
1175,318.83,43,2023-09-06 16:14:04.254937,0,0.0,1,15.51,Ali,4
1176,272.29,1,2024-02-19 16:14:04.254942,1,6.96,1,23.11,Asif,2
1177,391.02,49,2024-02-17 16:14:04.254948,3,15.14,0,0.0,Ramzan,2
1178,57.96,47,2023-09-28 16:14:04.254953,3,12.63,1,15.43,Ramzan,5
1179,381.71,38,2023-10-04 16:14:04.254958,0,0.0,0,0.0,Ramzan,2
1180,272.93,24,2024-06-16 16:14:04.254963,1,7.71,1,15.26,Ramzan,2
1181,481.68,47,2023-12-23 16:14:04.254968,2,21.16,1,14.6,Arif,3
1182,174.23,31,2024-08-14 16:14:04.254973,2,18.85,2,8.89,Junaid,2
1183,318.15,41,2024-06-29 16:14:04.254978,1,22.45,2,19.55,Junaid,1
1184,466.35,46,2023-12-19 16:14:04.254983,3,29.9,2,9.61,Asif,4
1185,55.74,50,2023-11-04 16:14:04.254988,3,29.11,0,0.0,Arif,3
1186,468.93,26,2024-03-16 16:14:04.254993,2,26.72,0,0.0,Ramzan,2
1187,345.5,49,2024-07-12 16:14:04.254998,2,46.17,1,2.47,Ramzan,1
1188,38.58,50,2024-01-20 16:14:04.255003,2,43.48,1,2.88,Ali,4
1189,153.98,5,2024-07-12 16:14:04.255008,0,0.0,1,29.15,Ali,3
1190,355.55,20,2023-12-07 16:14:04.255017,2,20.92,1,23.2,Asif,1
1191,38.34,41,2024-01-12 16:14:04.255022,0,0.0,0,0.0,Ramzan,2
1192,293.17,11,2024-08-25 16:14:04.255026,1,1.84,1,16.0,Asif,5
1193,176.21,33,2024-06-20 16:14:04.255030,3,48.42,1,18.81,Arif,5
1194,312.35,50,2024-02-05 16:14:04.255034,2,35.08,2,6.32,Junaid,3
1195,27.64,38,2023-10-02 16:14:04.255038,3,40.61,1,18.89,Ramzan,1
1196,436.41,27,2024-06-14 16:14:04.255043,3,29.69,1,6.4,Arif,4
1197,486.88,34,2024-07-25 16:14:04.255048,2,45.72,1,20.56,Ramzan,1
1198,484.59,15,2024-01-05 16:14:04.255052,2,5.47,0,0.0,Ali,5
1199,376.08,32,2024-04-19 16:14:04.255057,1,12.41,2,25.07,Asif,3
1200,69.39,21,2024-03-12 16:14:04.255062,0,0.0,1,6.17,Ali,2
1201,380.34,46,2023-10-18 16:14:04.255066,0,0.0,1,24.86,Junaid,1
1202,17.17,5,2023-09-13 16:14:04.255071,3,33.23,2,26.36,Ali,5
1203,15.95,6,2024-02-11 16:14:04.255076,2,8.32,1,22.24,Ramzan,4
1204,165.19,38,2023-10-05 16:14:04.255081,1,30.63,0,0.0,Ali,3
1205,246.88,22,2024-07-22 16:14:04.255086,1,28.16,1,13.06,Ramzan,2
1206,386.35,18,2024-03-17 16:14:04.255091,1,32.25,0,0.0,Junaid,1
1207,343.23,14,2023-09-22 16:14:04.255095,1,32.34,0,0.0,Ali,4
1208,225.72,10,2023-12-03 16:14:04.255101,1,48.34,1,24.5,Asif,2
1209,140.45,46,2024-02-20 16:14:04.255106,0,0.0,2,2.16,Asif,5
1210,498.58,13,2024-03-23 16:14:04.255111,0,0.0,0,0.0,Asif,5
1211,215.96,31,2023-10-17 16:14:04.255118,0,0.0,2,20.58,Ali,4
1212,228.44,30,2023-12-27 16:14:04.255124,2,16.58,1,0.71,Ali,5
1213,85.99,3,2023-11-29 16:14:04.255130,3,39.81,0,0.0,Ali,3
1214,398.43,30,2024-08-14 16:14:04.255135,1,5.3,1,21.51,Ramzan,4
1215,348.37,6,2023-10-21 16:14:04.255140,2,4.93,2,1.14,Junaid,5
1216,114.28,29,2024-07-28 16:14:04.255145,1,11.1,1,2.2,Asif,1
1217,45.78,8,2024-05-04 16:14:04.255150,0,0.0,1,5.34,Ramzan,5
1218,341.85,44,2023-10-14 16:14:04.255155,2,37.34,0,0.0,Asif,3
1219,328.98,45,2023-09-17 16:14:04.255160,0,0.0,1,7.56,Ramzan,2
1220,140.26,43,2024-04-07 16:14:04.255164,1,27.9,1,2.11,Ali,2
1221,475.68,44,2024-05-08 16:14:04.255169,1,34.38,1,24.65,Asif,5
1222,79.77,33,2024-07-17 16:14:04.255174,3,11.05,0,0.0,Ali,2
1223,219.01,17,2024-01-23 16:14:04.255180,1,18.71,2,27.33,Asif,5
1224,472.09,48,2024-07-13 16:14:04.255184,0,0.0,2,12.23,Arif,3
1225,212.77,11,2023-10-13 16:14:04.255189,1,23.15,1,13.53,Ramzan,2
1226,321.07,13,2023-09-07 16:14:04.255195,3,33.98,0,0.0,Arif,1
1227,201.81,50,2024-07-12 16:14:04.255199,3,34.52,1,12.13,Ramzan,5
1228,140.74,11,2024-01-18 16:14:04.255204,0,0.0,2,9.49,Junaid,2
1229,492.07,31,2024-06-08 16:14:04.255209,2,7.54,0,0.0,Asif,3
1230,207.62,28,2023-09-12 16:14:04.255213,1,49.89,2,11.69,Junaid,3
1231,447.58,44,2024-04-01 16:14:04.255218,3,24.14,2,3.55,Junaid,1
1232,118.83,6,2024-08-18 16:14:04.255223,1,14.77,0,0.0,Ramzan,3
1233,110.49,41,2024-08-09 16:14:04.255228,1,46.03,0,0.0,Arif,3
1234,20.41,16,2024-03-19 16:14:04.255233,2,4.29,1,0.18,Ali,2
1235,327.58,4,2024-08-04 16:14:04.255238,3,41.57,1,21.61,Ramzan,5
1236,187.42,35,2024-04-04 16:14:04.255243,1,36.51,2,1.9,Ali,4
1237,432.86,48,2024-03-02 16:14:04.255248,3,17.42,0,0.0,Junaid,3
1238,239.24,26,2024-02-23 16:14:04.255252,0,0.0,0,0.0,Ali,3
1239,484.26,12,2024-01-25 16:14:04.255257,0,0.0,1,22.38,Arif,4
1240,96.84,11,2024-06-19 16:14:04.255262,1,17.15,2,1.37,Ramzan,3
1241,434.97,37,2024-04-29 16:14:04.255267,3,39.21,2,25.45,Arif,2
1242,389.42,25,2023-12-05 16:14:04.255272,1,26.06,1,10.73,Arif,2
1243,386.61,18,2024-02-04 16:14:04.255277,3,17.42,0,0.0,Ramzan,4
1244,423.17,19,2023-11-17 16:14:04.255282,3,4.88,1,15.09,Arif,3
1245,381.71,23,2023-09-18 16:14:04.255289,2,36.1,1,8.7,Asif,3
1246,314.98,38,2024-06-01 16:14:04.255319,2,22.62,1,20.58,Asif,5
1247,69.97,18,2024-06-06 16:14:04.255327,2,3.36,1,18.2,Asif,3
1248,21.1,26,2024-06-04 16:14:04.255332,1,2.23,0,0.0,Ali,2
1249,460.82,6,2024-07-23 16:14:04.255337,2,35.54,1,8.45,Arif,1
1250,310.24,4,2023-10-25 16:14:04.255342,2,1.13,0,0.0,Ramzan,1
1251,399.29,44,2024-02-19 16:14:04.255348,0,0.0,1,27.8,Ramzan,1
1252,243.35,29,2023-10-20 16:14:04.255353,3,17.15,2,11.44,Ali,1
1253,63.07,34,2023-09-18 16:14:04.255358,3,5.47,0,0.0,Ramzan,3
1254,66.97,17,2024-05-01 16:14:04.255363,2,40.0,2,24.66,Asif,3
1255,344.35,43,2023-12-22 16:14:04.255368,3,46.5,1,0.92,Arif,5
1256,218.0,43,2023-11-08 16:14:04.255373,0,0.0,1,4.69,Ramzan,3
1257,104.26,16,2024-06-20 16:14:04.255379,0,0.0,1,6.6,Ramzan,1
1258,248.34,2,2024-05-06 16:14:04.255384,2,37.02,0,0.0,Junaid,4
1259,36.78,34,2024-01-09 16:14:04.255389,0,0.0,2,22.4,Junaid,4
1260,293.08,8,2023-10-11 16:14:04.255394,3,25.8,0,0.0,Junaid,2
1261,138.15,13,2024-04-24 16:14:04.255399,1,27.6,0,0.0,Arif,2
1262,399.79,42,2024-01-10 16:14:04.255404,3,16.55,1,23.9,Asif,3
1263,158.63,8,2024-04-24 16:14:04.255410,1,21.32,2,25.48,Asif,4
1264,230.33,30,2023-09-26 16:14:04.255415,2,23.1,1,8.85,Asif,1
1265,10.75,32,2024-08-28 16:14:04.255420,1,39.89,0,0.0,Arif,1
1266,40.86,36,2024-01-07 16:14:04.255425,0,0.0,1,19.02,Arif,1
1267,199.28,47,2024-04-07 16:14:04.255431,3,31.49,2,8.94,Junaid,3
1268,242.57,30,2023-09-21 16:14:04.255436,1,9.32,1,26.61,Ramzan,3
1269,302.01,1,2023-11-27 16:14:04.255442,3,32.87,2,28.96,Ali,5
1270,149.37,43,2024-06-13 16:14:04.255447,2,19.78,2,26.01,Ali,1
1271,349.02,39,2024-07-26 16:14:04.255452,2,36.87,1,19.44,Ramzan,1
1272,430.76,17,2024-01-19 16:14:04.255457,0,0.0,0,0.0,Junaid,3
1273,391.03,20,2024-03-09 16:14:04.255463,2,44.15,1,28.72,Ramzan,3
1274,24.61,24,2023-11-06 16:14:04.255468,1,22.48,0,0.0,Ramzan,5
1275,242.85,50,2024-04-01 16:14:04.255473,2,21.48,0,0.0,Ali,5
1276,56.94,22,2023-10-10 16:14:04.255479,0,0.0,1,0.33,Junaid,2
1277,124.81,29,2024-01-28 16:14:04.255484,3,0.22,0,0.0,Arif,4
1278,493.4,22,2023-09-14 16:14:04.255489,3,10.74,0,0.0,Ali,1
1279,75.54,44,2024-04-26 16:14:04.255494,2,13.92,1,26.24,Arif,1
1280,251.95,9,2024-01-12 16:14:04.255499,1,35.19,1,4.24,Junaid,5
1281,310.99,37,2024-03-31 16:14:04.255504,0,0.0,1,1.25,Ramzan,5
1282,352.72,10,2024-05-23 16:14:04.255510,1,39.8,0,0.0,Asif,2
1283,282.03,36,2024-02-18 16:14:04.255515,0,0.0,2,17.18,Asif,4
1284,9.84,37,2023-12-29 16:14:04.255520,2,28.87,0,0.0,Junaid,2
1285,166.6,28,2024-07-09 16:14:04.255527,0,0.0,2,11.82,Asif,4
1286,261.27,28,2024-05-03 16:14:04.255532,0,0.0,1,16.43,Arif,1
1287,48.49,42,2024-02-19 16:14:04.255537,2,39.98,2,2.55,Asif,2
1288,178.56,43,2023-11-14 16:14:04.255542,1,26.84,1,6.3,Junaid,5
1289,21.44,21,2024-03-02 16:14:04.255547,2,18.29,1,22.24,Junaid,2
1290,43.9,24,2023-11-12 16:14:04.255552,0,0.0,2,21.78,Arif,2
1291,201.48,42,2024-04-03 16:14:04.255558,2,9.85,1,6.35,Asif,1
1292,70.69,40,2023-09-09 16:14:04.255563,0,0.0,2,27.17,Asif,5
1293,285.93,2,2024-04-03 16:14:04.255568,2,5.7,1,25.54,Ramzan,5
1294,346.29,8,2024-08-21 16:14:04.255573,3,33.54,0,0.0,Ali,3
1295,401.29,48,2023-09-30 16:14:04.255578,3,24.47,0,0.0,Junaid,3
1296,104.07,27,2024-02-12 16:14:04.255584,2,48.3,1,4.27,Ramzan,3
1297,87.9,22,2024-04-14 16:14:04.255589,1,15.67,1,5.52,Junaid,1
1298,56.76,37,2024-08-28 16:14:04.255594,0,0.0,2,18.51,Ramzan,2
